,24hr,7d,link,logo,marketcap,name,price,symbol,time
3042, 9.17%, 27.34%,/currencies/yearn-finance,,330285900,yearn.finance,11021.39,YFI,20201031010015page1
3043, 0.35%, 2.63%,/currencies/dogecoin,,325743614,Dogecoin,0.002567,DOGE,20201031010015page1
3044, 3.42%, 3.15%,/currencies/celsius,,323974586,Celsius,1.36,CEL,20201031010015page1
3045, 0.47%, 18.12%,/currencies/synthetix-network-token,,323330970,Synthetix Network Token,3.09,SNX,20201031010015page1
3046, 2.04%, 13.31%,/currencies/bittorrent,,287854669,BitTorrent,0.000291,BTT,20201031010015page1
3047, 4.89%, 16.19%,/currencies/algorand,,283604333,Algorand,0.259828,ALGO,20201031010015page1
3048, 12.65%, 25.07%,/currencies/abbc-coin,,280263066,ABBC Coin,0.400239,ABBC,20201031010015page1
3049, 1.83%, 14.15%,/currencies/basic-attention-token,,280306441,Basic Attention Token,0.188585,BAT,20201031010015page1
3050, 0.02%, 0.01%,/currencies/husd,,278036940,HUSD,0.999761,HUSD,20201031010015page1
3051, 0.35%, 9.37%,/currencies/digibyte,,269827418,DigiByte,0.019697,DGB,20201031010015page1
3052, 5.27%, 9.10%,/currencies/kusama,,256385104,Kusama,30.27,KSM,20201031010015page1
3053, 0.02%, 0.01%,/currencies/trueusd,,254314837,TrueUSD,0.999935,TUSD,20201031010015page1
3054, 7.13%, 4.28%,/currencies/okb,,254611995,OKB,4.24,OKB,20201031010015page1
3055, 0.74%, 0.74%,/currencies/paxos-standard,,245901264,Paxos Standard,1,PAX,20201031010015page1
3056, 0.02%, 12.37%,/currencies/0x,,244466505,0x,0.328611,ZRX,20201031010015page1
3057, 9.11%, 20.51%,/currencies/ren,,236006851,Ren,0.266815,REN,20201031010015page1
3058, 7.81%, 14.51%,/currencies/hedgetrade,,206210089,HedgeTrade,0.607874,HEDG,20201031010015page1
3059, 2.22%, 16.90%,/currencies/celo,,205116269,Celo,1.65,CELO,20201031010015page1
3060, 5.21%, 18.23%,/currencies/ocean-protocol,,191209940,Ocean Protocol,0.46183,OCEAN,20201031010015page1
3061, 2.01%, 14.70%,/currencies/qtum,,190229497,Qtum,1.95,QTUM,20201031010015page1
3062, 1.35%, 10.38%,/currencies/energy-web-token,,187885200,Energy Web Token,6.25,EWT,20201031010015page1
3063, 0.43%, 12.93%,/currencies/icon,,186557102,ICON,0.326133,ICX,20201031010015page1
3064, 3.22%, 12.03%,/currencies/zilliqa,,184678990,Zilliqa,0.017458,ZIL,20201031010015page1
3065, 0.33%, 8.39%,/currencies/hedera-hashgraph,,172293540,Hedera Hashgraph,0.029654,HBAR,20201031010015page1
3066, 0.07%, 13.72%,/currencies/kyber-network,,158754304,Kyber Network,0.800391,KNC,20201031010015page1
3067, 1.88%, 1.90%,/currencies/quant,,156827002,Quant,12.99,QNT,20201031010015page1
3068, 2.68%, 21.79%,/currencies/loopring,,146668263,Loopring,0.128018,LRC,20201031010015page1
3069, 1.39%, 5.28%,/currencies/decred,,146044078,Decred,11.98,DCR,20201031010015page1
3070, 0.49%, 4.72%,/currencies/augur,,135367049,Augur,12.31,REP,20201031010015page1
3071, 1.84%, 7.57%,/currencies/lisk,,130369747,Lisk,1.03,LSK,20201031010015page1
3072, 1.14%, 9.34%,/currencies/bitcoin-gold,,125131364,Bitcoin Gold,7.14,BTG,20201031010015page1
3073, 0.34%, 0.28%,/currencies/revain,,122162389,Revain,0.010637,REV,20201031010015page1
3074, 4.62%, 6.51%,/currencies/aragon,,121219519,Aragon,3.06,ANT,20201031010015page1
3075, 0.57%, 3.56%,/currencies/cybervein,,119446714,CyberVein,0.112643,CVT,20201031010015page1
3076, 0.66%, 4.18%,/currencies/zb-token,,117893430,ZB Token,0.254471,ZB,20201031010015page1
3077, 0.83%, 3.36%,/currencies/terra-luna,,117708242,Terra,0.304516,LUNA,20201031010015page1
3078, 3.78%, 24.42%,/currencies/nxm,,115583019,NXM,21.73,NXM,20201031010015page1
3079, 1.06%, 7.43%,/currencies/siacoin,,113768384,Siacoin,0.00253,SC,20201031010015page1
3080, 2.31%, 12.52%,/currencies/near-protocol,,112490855,NEAR Protocol,0.643259,NEAR,20201031010015page1
3081, 7.87%, 17.67%,/currencies/reserve-rights,,110201047,Reserve Rights,0.011786,RSR,20201031010015page1
3082, 2.62%, 12.35%,/currencies/the-midas-touch-gold,,110112681,The Midas Touch Gold,0.017524,TMTG,20201031010015page1
3083, 18.58%, 4.38%,/currencies/blockstack,,108481904,Blockstack,0.16631,STX,20201031010015page1
3084, 0.83%, 13.26%,/currencies/enjin-coin,,105473179,Enjin Coin,0.128137,ENJ,20201031010015page1
3085, 4.38%, 12.64%,/currencies/elrond-egld,,104018158,Elrond,7.59,EGLD,20201031010015page1
3086, 1.93%, 5.90%,/currencies/ampleforth,,104125561,Ampleforth,0.963644,AMPL,20201031010015page1
3087, 3.54%, 14.36%,/currencies/nano,,97574881,Nano,0.732279,NANO,20201031010015page1
3088, 4.62%, 14.92%,/currencies/nexo,,94067015,Nexo,0.167977,NEXO,20201031010015page1
3089, 0.29%, 15.23%,/currencies/decentraland,,94084236,Decentraland,0.063396,MANA,20201031010015page1
3090, 1.87%, 14.88%,/currencies/avalanche,,89510281,Avalanche,3.65,AVAX,20201031010015page1
3091, 2.69%, 26.80%,/currencies/band-protocol,,88780472,Band Protocol,4.33,BAND,20201031010015page1
3092, 0.43%, 7.81%,/currencies/sushiswap,,87231747,SushiSwap,0.609526,SUSHI,20201031010015page1
3093, 8.59%, 13.58%,/currencies/bitcoin-diamond,,86582321,Bitcoin Diamond,0.464266,BCD,20201031010015page1
3094, 4.81%, 11.65%,/currencies/velas,,84294847,Velas,0.040032,VLX,20201031010015page1
3095, 0.76%, 10.65%,/currencies/numeraire,,84101123,Numeraire,23.69,NMR,20201031010015page1
3096, 2.69%, 6.17%,/currencies/monacoin,,82627580,MonaCoin,1.26,MONA,20201031010015page1
3097, 0.22%, 11.79%,/currencies/ravencoin,,81536054,Ravencoin,0.011063,RVN,20201031010015page1
3098, 0.32%, 12.55%,/currencies/orchid,,78724661,Orchid,0.214168,OXT,20201031010015page1
3099, 1.21%, 9.06%,/currencies/nervos-network,,77961505,Nervos Network,0.003674,CKB,20201031010015page1
3100, 15.07%, 18.41%,/currencies/divi,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3441.png""/>",77198850,Divi,0.039115,DIVI,20201031010030page2
3101, 2.57%, 10.87%,/currencies/bytom,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png""/>",77553936,Bytom,0.056059,BTM,20201031010030page2
3102, 0.66%, 9.42%,/currencies/holo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2682.png""/>",77297823,Holo,0.000464,HOT,20201031010030page2
3103, 3.89%, 17.40%,/currencies/golem-network-tokens,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1455.png""/>",77787719,Golem,0.07852,GNT,20201031010030page2
3104, 2.44%, 10.54%,/currencies/iostoken,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2405.png""/>",74534356,IOST,0.00489,IOST,20201031010030page2
3105, 3.23%, 12.67%,/currencies/status,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1759.png""/>",72635366,Status,0.020929,SNT,20201031010030page2
3106, 7.11%, 26.74%,/currencies/arweave,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5632.png""/>",72267065,Arweave,2.16,AR,20201031010030page2
3107, 0.59%, 8.22%,/currencies/iotex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2777.png""/>",70687452,IoTeX,0.007262,IOTX,20201031010030page2
3108, 0.21%, 0.85%,/currencies/pax-gold,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4705.png""/>",70995073,PAX Gold,1895.37,PAXG,20201031010030page2
3109, 0.40%, 18.08%,/currencies/balancer,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5728.png""/>",70943873,Balancer,10.22,BAL,20201031010030page2
3110, 11.25%, 0.91%,/currencies/bitcoin-bep2,,70229759,Bitcoin BEP2,14042.71,BTCB,20201031010030page2
3111, 0.19%, 6.25%,/currencies/kucoin-shares,,68644613,KuCoin Shares,0.850316,KCS,20201031010030page2
3112, 5.68%, 23.69%,/currencies/solana,,67717166,Solana,1.48,SOL,20201031010030page2
3113, 0.26%, 2.65%,/currencies/uquid-coin,,65929390,Uquid Coin,6.59,UQC,20201031010030page2
3114, 2.76%, 24.39%,/currencies/swipe,,65417683,Swipe,0.85216,SXP,20201031010030page2
3115, 8.50%, 17.71%,/currencies/thorchain,,65243665,THORChain,0.411808,RUNE,20201031010030page2
3116, 0.99%, 7.29%,/currencies/swissborg,,64512036,SwissBorg,0.069861,CHSB,20201031010030page2
3117, 0.57%, 14.59%,/currencies/storj,,63908218,Storj,0.321461,STORJ,20201031010030page2
3118, 7.16%, 13.58%,/currencies/rlc,,61429990,iExec RLC,0.767196,RLC,20201031010030page2
3119, 2.04%, 4.22%,/currencies/rsk-infrastructure-framework,,60305982,RSK Infrastructure Framework,0.09192,RIF,20201031010030page2
3120, 1.74%, 20.28%,/currencies/verge,,60404148,Verge,0.003687,XVG,20201031010030page2
3121, 3.55%, 19.06%,/currencies/matic-network,,59033415,Matic Network,0.013801,MATIC,20201031010030page2
3122, 1.04%, 7.99%,/currencies/steem,,57509717,Steem,0.14681,STEEM,20201031010030page2
3123, 1.55%, 3.71%,/currencies/energi,,56879046,Energi,1.65,NRG,20201031010030page2
3124, 0.68%, 6.03%,/currencies/horizen,,55766945,Horizen,5.43,ZEN,20201031010030page2
3125, 11.58%, 9.27%,/currencies/gnosis-gno,,54096361,Gnosis,48.97,GNO,20201031010030page2
3126, 4.90%, 15.63%,/currencies/komodo,,54094313,Komodo,0.441584,KMD,20201031010030page2
3127, 14.50%, 28.72%,/currencies/yearn-finance-ii,,52715322,DFI.Money,1365.82,YFII,20201031010030page2
3128, 9.17%, 19.07%,/currencies/kava,,51801761,Kava.io,1.55,KAVA,20201031010030page2
3129, 0.95%, 12.43%,/currencies/bitshares,,50578902,BitShares,0.016874,BTS,20201031010030page2
3130, 7.47%, 14.22%,/currencies/just,,49389551,JUST,0.021851,JST,20201031010030page2
3131, 1.46%, 9.80%,/currencies/serum,,49033148,Serum,0.980663,SRM,20201031010030page2
3132, 0.52%, 10.57%,/currencies/wax,,48584286,WAX,0.034819,WAXP,20201031010030page2
3133, 1.48%, 12.87%,/currencies/unibright,,48605314,Unibright,0.326649,UBT,20201031010030page2
3134, 2.64%, 0.49%,/currencies/maidsafecoin,,47219498,MaidSafeCoin,0.10434,MAID,20201031010030page2
3135, 2.94%, 13.91%,/currencies/ardor,,46859570,Ardor,0.046906,ARDR,20201031010030page2
3136, 4.19%, 11.13%,/currencies/aelf,,46097795,aelf,0.084664,ELF,20201031010030page2
3137, 1.63%, 8.94%,/currencies/theta-fuel,,45718009,Theta Fuel,0.009212,TFUEL,20201031010030page2
3138, 1.33%, 12.70%,/currencies/chiliz,,46113382,Chiliz,0.009371,CHZ,20201031010030page2
3139, 6.54%, 20.68%,/currencies/hive-blockchain,,45606694,Hive,0.110952,HIVE,20201031010030page2
3140, 0.48%, 13.19%,/currencies/electroneum,,44139434,Electroneum,0.004325,ETN,20201031010030page2
3141, 1.19%, 20.62%,/currencies/helium,,43504474,Helium,0.828098,HNT,20201031010030page2
3142, 2.19%, 17.02%,/currencies/tomochain,,43047372,TomoChain,0.567344,TOMO,20201031010030page2
3143, 7.57%, 13.59%,/currencies/irisnet,,42773690,IRISnet,0.049819,IRIS,20201031010030page2
3144, 4.19%, 2.48%,/currencies/wanchain,,42526285,Wanchain,0.252007,WAN,20201031010030page2
3145, 5.43%, 9.67%,/currencies/sun,,42517235,SUN,9.28,SUN,20201031010030page2
3146, 3.63%, 8.86%,/currencies/hxro,,42245939,Hxro,0.232138,HXRO,20201031010030page2
3147, 6.18%, 28.69%,/currencies/ankr,,42283295,Ankr,0.007253,ANKR,20201031010030page2
3148, 2.94%, 6.86%,/currencies/curve-dao-token,,41900257,Curve DAO Token,0.402057,CRV,20201031010030page2
3149, 1.36%, 14.95%,/currencies/hypercash,,41606179,HyperCash,0.927536,HC,20201031010030page2
3150, 1.37%, 36.61%,/currencies/bancor,,41481306,Bancor,0.597558,BNT,20201031010030page2
3151, 3.03%, 11.34%,/currencies/utrust,,40217307,Utrust,0.089372,UTK,20201031010030page2
3152, 4.09%, 11.95%,/currencies/quarkchain,,39847219,QuarkChain,0.004383,QKC,20201031010030page2
3153, 0.79%, 7.92%,/currencies/stratis,,39088045,Stratis,0.390819,STRAT,20201031010030page2
3154, 12.75%, 26.88%,/currencies/fantom,,38040918,Fantom,0.017857,FTM,20201031010030page2
3155, 0.29%, 0.80%,/currencies/stasis-euro,,36798978,STASIS EURO,1.15,EURS,20201031010030page2
3156, 0.34%, 5.36%,/currencies/pundi-x,,36335575,Pundi X,0.000155,NPXS,20201031010030page2
3157, 3.55%, 10.68%,/currencies/sharetoken,,36359791,ShareToken,0.017955,SHR,20201031010030page2
3158, 10.02%, 21.31%,/currencies/flexacoin,,36052321,Flexacoin,0.004957,FXC,20201031010030page2
3159, 4.14%, 21.86%,/currencies/zcoin,,36040872,Zcoin,3.23,XZC,20201031010030page2
3160, 10.28%, 14.42%,/currencies/crypto-com,,35748707,MCO,2.26,MCO,20201031010030page2
3161, 3.90%, 9.84%,/currencies/gatetoken,,35441044,GateToken,0.461994,GT,20201031010030page2
3162, 4.64%, 12.10%,/currencies/ark,,35297578,Ark,0.282768,ARK,20201031010030page2
3163, 4.68%, 15.61%,/currencies/fetch,,34380430,Fetch.ai,0.046079,FET,20201031010030page2
3164, 3.64%, 9.37%,/currencies/solve,,34360922,SOLVE,0.09147,SOLVE,20201031010030page2
3165, 10.08%, 26.42%,/currencies/redd,,34151771,ReddCoin,0.001185,RDD,20201031010030page2
3166, 14.10%, 13.61%,/currencies/tellor,,33250727,Tellor,21.81,TRB,20201031010030page2
3167, 3.74%, 8.85%,/currencies/v-systems,,31944965,v.systems,0.015039,VSYS,20201031010030page2
3168, 7.16%, 20.09%,/currencies/kin,,32146714,Kin,0.000021,KIN,20201031010030page2
3169, 0.73%, 10.40%,/currencies/waykichain,,31861136,WaykiChain,0.168577,WICC,20201031010030page2
3170, 1.96%, 11.52%,/currencies/power-ledger,,31834399,Power Ledger,0.075069,POWR,20201031010030page2
3171, 2.12%, 9.02%,/currencies/dia,,31863508,DIA,1.13,DIA,20201031010030page2
3172, 2.10%, 14.76%,/currencies/aeternity,,30663051,Aeternity,0.094664,AE,20201031010030page2
3173, 5.65%, 9.04%,/currencies/singularitynet,,30654839,SingularityNET,0.036341,AGI,20201031010030page2
3174, 27.78%, 51.90%,/currencies/apm-coin,,30376270,apM Coin,0.083941,APM,20201031010030page2
3175, 12.95%, 29.95%,/currencies/xdai,,30524663,xDai,9.85,STAKE,20201031010030page2
3176, 1.11%, 12.61%,/currencies/melon,,30405062,Melon,20.38,MLN,20201031010030page2
3177, 0.13%, 4.95%,/currencies/super-zero-protocol,,29187699,Super Zero Protocol,0.098742,SERO,20201031010030page2
3178, 1.91%, 19.30%,/currencies/aion,,28251768,Aion,0.060338,AION,20201031010030page2
3179, 7.80%, 9.36%,/currencies/digitex-futures,,28179155,Digitex Futures,0.030266,DGTX,20201031010030page2
3180, 5.15%, 25.56%,/currencies/kleros,,27819404,Kleros,0.050253,PNK,20201031010030page2
3181, 1.42%, 20.24%,/currencies/handshake,,27729917,Handshake ,0.087151,HNS,20201031010030page2
3182, 1.15%, 0.24%,/currencies/wirex-token,,26714396,Wirex Token,0.008903,WXT,20201031010030page2
3183, 2.40%, 6.49%,/currencies/thunder-token,,26430602,Thunder Token,0.004489,TT,20201031010030page2
3184, 0.45%, 15.83%,/currencies/orbs,,26640187,Orbs,0.011947,ORBS,20201031010030page2
3185, 2.48%, 14.64%,/currencies/harmony,,26424711,Harmony,0.004224,ONE,20201031010030page2
3186, 7.78%, 38.11%,/currencies/origintrail,,26237001,OriginTrail,0.08206,TRAC,20201031010030page2
3187, 25.76%, 17.43%,/currencies/mxc,,25895303,MXC,0.010112,MXC,20201031010030page2
3188, 4.38%, 12.61%,/currencies/streamr,,25755517,Streamr,0.037201,DATA,20201031010030page2
3189, 3.20%, 7.37%,/currencies/haven-protocol,,25548801,Haven Protocol,1.85,XHV,20201031010030page2
3190, 2.04%, 14.71%,/currencies/gxchain,,25456035,GXChain,0.363658,GXC,20201031010030page2
3191, 1.47%, 11.49%,/currencies/elastos,,25176847,Elastos,1.46,ELA,20201031010030page2
3192, 50.15%, 28.69%,/currencies/travala,,25189730,Travala.com,0.601271,AVA,20201031010030page2
3193, 10.47%, 4.90%,/currencies/ultra,,25082883,Ultra,0.088795,UOS,20201031010030page2
3194, 1.70%, 2.17%,/currencies/wink-tronbet,,25006916,WINk,0.00008,WIN,20201031010030page2
3195, 5.86%, 102.52%,/currencies/nexalt,,24660376,Nexalt,1.27,XLT,20201031010030page2
3196, 1.65%, 7.31%,/currencies/mx-token,,24197009,MX Token,0.155436,MX,20201031010030page2
3197, 2.08%, 3.11%,/currencies/syscoin,,24052959,Syscoin,0.040179,SYS,20201031010030page2
3198, 1.98%, 3.98%,/currencies/bosagora,,24012228,BOSAGORA,0.085114,BOA,20201031010030page2
3199, 0.39%, 30.42%,/currencies/polymath-network,,23252931,Polymath,0.043463,POLY,20201031010030page2
3200, 41.71%, 87.33%,/currencies/hex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5015.png""/>",4969472346,HEX,0.012746,HEX,20201031010107page3
3201, 5.10%, 507.35%,/currencies/ize,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5677.png""/>",1939481433,IZE,0.466123,IZE,20201031010107page3
3202, 10.68%, 37.84%,/currencies/counos-x,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5482.png""/>",926421566,Counos X,52.24,CCXX,20201031010107page3
3203, 4.19%, 10.59%,/currencies/eterbase-utility-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3815.png""/>",820798528,Eterbase Utility Token,0.820799,XBASE,20201031010107page3
3204, 0.63%, 4.86%,/currencies/ino-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3085.png""/>",529524146,INO COIN,2.94,INO,20201031010107page3
3205, 0.74%, 35.57%,/currencies/bitcoinpos,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5815.png""/>",473581289,BitcoinPoS,126.09,BPS,20201031010107page3
3206, 1.54%, 4.53%,/currencies/insight-chain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3116.png""/>",423261817,Insight Chain,1.21,INB,20201031010107page3
3207, 0.05%, 3.15%,/currencies/homeros,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5336.png""/>",333349337,Homeros,0.89919,HMR,20201031010107page3
3208, 1.25%, 5.21%,/currencies/renbtc,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5777.png""/>",297507438,renBTC,13623.02,RENBTC,20201031010107page3
3209, 2.22%, 3.27%,/currencies/zelwin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5614.png""/>",282382710,Zelwin,5.46,ZLW,20201031010107page3
3210, 0.71%, 8.53%,/currencies/creditcoin,,272454366,Creditcoin,0.493369,CTC,20201031010107page3
3211, 9.85%, 1.01%,/currencies/cipher-core-token,,268350047,Cipher Core Token,36.11,CIPHC,20201031010107page3
3212, 0.19%, 2.43%,/currencies/tnc-coin,,247128874,TNC Coin,0.106963,TNC,20201031010107page3
3213, 0.10%, 1.92%,/currencies/basid-coin,,240288489,Basid Coin,0.670184,BASID,20201031010107page3
3214, 0.64%, 4.19%,/currencies/thorecoin,,228164633,ThoreCoin,2632.08,THR,20201031010107page3
3215, 1.08%, 0.56%,/currencies/poseidon-network,,201435463,Poseidon Network,0.093566,QQQ,20201031010107page3
3216, 1.20%, 2.92%,/currencies/largo-coin,,168028462,Largo Coin,9.82,LRG,20201031010107page3
3217, 1.37%, 7.50%,/currencies/stpay,,164794521,STPAY,38.05,STP,20201031010107page3
3218, 22.65%, 3.45%,/currencies/metacoin,,167708577,Metacoin,0.163269,MTC,20201031010107page3
3219, 2.83%, 5.24%,/currencies/botxcoin,,158420810,botXcoin,0.097065,BOTX,20201031010107page3
3220, 19.73%, 12.38%,/currencies/doctors-coin,,155368061,Doctors Coin,0.676273,DRS,20201031010107page3
3221, 1.58%, 6.87%,/currencies/sologenic,,122501740,Sologenic,0.612503,SOLO,20201031010107page3
3222, 50.76%, 54.19%,/currencies/helper-search-token,,115900368,Helper Search Token,0.013668,HSN,20201031010107page3
3223, 10.03%, 2.92%,/currencies/idea-chain-coin,,107141493,Idea Chain Coin,2.09,ICH,20201031010107page3
3224, 0.04%, 1.01%,/currencies/cryptonex,,100676968,Cryptonex,1.81,CNX,20201031010107page3
3225, 0.84%, 11.56%,/currencies/beldex,,88630001,Beldex,0.090418,BDX,20201031010107page3
3226, 5.29%, 16.69%,/currencies/vitae,,87799784,Vitae,4.51,VITAE,20201031010107page3
3227, 9.37%, 22.25%,/currencies/mindol,,86664932,MINDOL,0.507645,MIN,20201031010107page3
3228, 10.24%, 39.19%,/currencies/strong,,85454201,Strong,18.14,STRONG,20201031010107page3
3229, 0.61%, 8.64%,/currencies/dxchain-token,,80615530,DxChain Token,0.001612,DX,20201031010107page3
3230, 0.83%, 0.76%,/currencies/terra-krw,,79879962,TerraKRW,0.000872,KRT,20201031010107page3
